term_id,month,sqm,rent,effective_days,days_in_month
A-10364-4,2037-06,1106.0,30138.5,30.0,30.0
A-10364-4,2037-07,1106.0,30138.5,31.0,31.0
A-10364-4,2037-08,1106.0,13610.935483870968,14.0,31.0
A-10364-5,2037-08,1106.0,16939.995483870967,17.0,31.0
A-10364-5,2037-09,1106.0,30890.579999999998,30.0,30.0
A-10364-5,2037-10,1106.0,30890.579999999998,31.0,31.0
A-10364-5,2037-11,1106.0,30890.579999999998,30.0,30.0
A-10364-5,2037-12,1106.0,13950.58451612903,14.0,31.0
A-10364-6,2037-12,1216.6000000000001,19274.476064516133,17.0,31.0
A-10364-6,2038-01,1216.6000000000001,35147.57400000001,31.0,31.0
A-10364-6,2038-02,1216.6000000000001,35147.57400000001,28.0,28.0
A-10364-6,2038-03,1216.6000000000001,35147.57400000001,31.0,31.0
A-10364-6,2038-04,1216.6000000000001,35147.57400000001,30.0,30.0
A-10364-6,2038-05,1216.6000000000001,35147.57400000001,31.0,31.0
A-10364-6,2038-06,1216.6000000000001,35147.57400000001,30.0,30.0
A-10364-6,2038-07,1216.6000000000001,35147.57400000001,31.0,31.0
A-10364-6,2038-08,1216.6000000000001,35147.57400000001,31.0,31.0
A-10364-6,2038-09,1216.6000000000001,35147.57400000001,30.0,30.0
A-10364-6,2038-10,1216.6000000000001,35147.57400000001,31.0,31.0
A-10364-6,2038-11,1216.6000000000001,35147.57400000001,30.0,30.0
A-10364-6,2038-12,1216.6000000000001,15873.097935483875,14.0,31.0
A-1162-0,2025-06,856.0,11618.773333333334,16.0,30.0
A-1162-0,2025-07,856.0,21785.2,31.0,31.0
A-1162-0,2025-08,856.0,21785.2,31.0,31.0
A-1162-0,2025-09,856.0,21785.2,30.0,30.0
A-1162-0,2025-10,856.0,21785.2,31.0,31.0
A-1162-0,2025-11,856.0,21785.2,30.0,30.0
A-1162-0,2025-12,856.0,21785.2,31.0,31.0
A-1162-0,2026-01,856.0,21785.2,31.0,31.0
A-1162-0,2026-02,856.0,21785.2,28.0,28.0
A-1162-0,2026-03,856.0,21785.2,31.0,31.0
A-1162-0,2026-04,856.0,21785.2,30.0,30.0
A-1162-0,2026-05,856.0,21785.2,31.0,31.0
A-1162-0,2026-06,856.0,21785.2,30.0,30.0
A-1162-0,2026-07,856.0,21785.2,31.0,31.0
A-1162-0,2026-08,856.0,21785.2,31.0,31.0
A-1162-0,2026-09,856.0,21785.2,30.0,30.0
A-1162-0,2026-10,856.0,21785.2,31.0,31.0
A-1162-0,2026-11,856.0,21785.2,30.0,30.0
A-1162-0,2026-12,856.0,21785.2,31.0,31.0
A-1162-0,2027-01,856.0,21785.2,31.0,31.0
A-1162-0,2027-02,856.0,21785.2,28.0,28.0
A-1162-0,2027-03,856.0,21785.2,31.0,31.0
A-1162-0,2027-04,856.0,21785.2,30.0,30.0
A-1162-0,2027-05,856.0,21785.2,31.0,31.0
A-1162-0,2027-06,856.0,21785.2,30.0,30.0
A-1162-0,2027-07,856.0,21785.2,31.0,31.0
A-1162-0,2027-08,856.0,21785.2,31.0,31.0
A-1162-0,2027-09,856.0,21785.2,30.0,30.0
A-1162-0,2027-10,856.0,21785.2,31.0,31.0
A-1162-0,2027-11,856.0,21785.2,30.0,30.0
A-1162-0,2027-12,856.0,21785.2,31.0,31.0
A-1162-0,2028-01,856.0,21785.2,31.0,31.0
A-1162-0,2028-02,856.0,21785.2,29.0,29.0
A-1162-0,2028-03,856.0,21785.2,31.0,31.0
A-1162-0,2028-04,856.0,21785.2,30.0,30.0
A-1162-0,2028-05,856.0,21785.2,31.0,31.0
A-1162-0,2028-06,856.0,21785.2,30.0,30.0
A-1162-0,2028-07,856.0,21785.2,31.0,31.0
A-1162-0,2028-08,856.0,21785.2,31.0,31.0
A-1162-0,2028-09,856.0,21785.2,30.0,30.0
A-1162-0,2028-10,856.0,21785.2,31.0,31.0
A-1162-0,2028-11,856.0,21785.2,30.0,30.0
A-1162-0,2028-12,856.0,21785.2,31.0,31.0
A-1162-0,2029-01,856.0,21785.2,31.0,31.0
A-1162-0,2029-02,856.0,21785.2,28.0,28.0
A-1162-0,2029-03,856.0,21785.2,31.0,31.0
A-1162-0,2029-04,856.0,21785.2,30.0,30.0
A-1162-0,2029-05,856.0,21785.2,31.0,31.0
A-1162-0,2029-06,856.0,21785.2,30.0,30.0
A-1162-0,2029-07,856.0,21785.2,31.0,31.0
A-1162-0,2029-08,856.0,21785.2,31.0,31.0
A-1162-0,2029-09,856.0,21785.2,30.0,30.0
A-1162-0,2029-10,856.0,21785.2,31.0,31.0
A-1162-0,2029-11,856.0,21785.2,30.0,30.0
A-1162-0,2029-12,856.0,21785.2,31.0,31.0
A-1162-0,2030-01,856.0,21785.2,31.0,31.0
A-1162-0,2030-02,856.0,21785.2,28.0,28.0
A-1162-0,2030-03,856.0,21785.2,31.0,31.0
A-1162-0,2030-04,856.0,21785.2,30.0,30.0
A-1162-0,2030-05,856.0,21785.2,31.0,31.0
A-1162-0,2030-06,856.0,21785.2,30.0,30.0
A-1162-0,2030-07,856.0,21785.2,31.0,31.0
A-1162-0,2030-08,856.0,21785.2,31.0,31.0
A-1162-0,2030-09,856.0,21785.2,30.0,30.0
A-1162-0,2030-10,856.0,21785.2,31.0,31.0
A-1162-0,2030-11,856.0,21785.2,30.0,30.0
A-1162-0,2030-12,856.0,21785.2,31.0,31.0
A-1162-0,2031-01,856.0,21785.2,31.0,31.0
A-1162-0,2031-02,856.0,21785.2,28.0,28.0
A-1162-0,2031-03,856.0,21785.2,31.0,31.0
A-1162-0,2031-04,856.0,21785.2,30.0,30.0
A-1162-0,2031-05,856.0,21785.2,31.0,31.0
A-1162-0,2031-06,856.0,10166.426666666668,14.0,30.0
A-1162-1,2031-06,856.0,11746.602666666668,16.0,30.0
A-1162-1,2031-07,856.0,22024.88,31.0,31.0
A-1162-1,2031-08,856.0,22024.88,31.0,31.0
A-1162-1,2031-09,856.0,22024.88,30.0,30.0
A-1162-1,2031-10,856.0,22024.88,31.0,31.0
A-1162-1,2031-11,856.0,22024.88,30.0,30.0
A-1162-1,2031-12,856.0,22024.88,31.0,31.0
A-1162-1,2032-01,856.0,22024.88,31.0,31.0
A-1162-1,2032-02,856.0,22024.88,29.0,29.0
A-1162-1,2032-03,856.0,22024.88,31.0,31.0
A-1162-1,2032-04,856.0,22024.88,30.0,30.0
A-1162-1,2032-05,856.0,22024.88,31.0,31.0
A-1162-1,2032-06,856.0,10278.277333333333,14.0,30.0
A-1162-2,2032-06,856.0,12098.133333333333,16.0,30.0
A-1162-2,2032-07,856.0,22684.0,31.0,31.0
A-1162-2,2032-08,856.0,22684.0,31.0,31.0
A-1162-2,2032-09,856.0,22684.0,30.0,30.0
A-1162-2,2032-10,856.0,22684.0,31.0,31.0
A-1162-2,2032-11,856.0,22684.0,30.0,30.0
A-1162-2,2032-12,856.0,22684.0,31.0,31.0
A-1162-2,2033-01,856.0,22684.0,31.0,31.0
A-1162-2,2033-02,856.0,22684.0,28.0,28.0
A-1162-2,2033-03,856.0,22684.0,31.0,31.0
A-1162-2,2033-04,856.0,22684.0,30.0,30.0
A-1162-2,2033-05,856.0,22684.0,31.0,31.0
A-1162-2,2033-06,856.0,22684.0,30.0,30.0
A-1162-2,2033-07,856.0,22684.0,31.0,31.0
A-1162-2,2033-08,856.0,22684.0,31.0,31.0
A-1162-2,2033-09,856.0,22684.0,30.0,30.0
A-1162-2,2033-10,856.0,22684.0,31.0,31.0
A-1162-2,2033-11,856.0,22684.0,30.0,30.0
A-1162-2,2033-12,856.0,22684.0,31.0,31.0
A-1162-2,2034-01,856.0,22684.0,31.0,31.0
A-1162-2,2034-02,856.0,22684.0,28.0,28.0
A-1162-2,2034-03,856.0,22684.0,31.0,31.0
A-1162-2,2034-04,856.0,22684.0,30.0,30.0
A-1162-2,2034-05,856.0,22684.0,31.0,31.0
A-1162-2,2034-06,856.0,10585.866666666667,14.0,30.0
A-1162-3,2034-06,856.0,12198.570666666667,16.0,30.0
A-1162-3,2034-07,856.0,22872.32,31.0,31.0
A-1162-3,2034-08,856.0,22872.32,31.0,31.0
A-1162-3,2034-09,856.0,22872.32,30.0,30.0
A-1162-3,2034-10,856.0,22872.32,31.0,31.0
A-1162-3,2034-11,856.0,22872.32,30.0,30.0
A-1162-3,2034-12,856.0,22872.32,31.0,31.0
A-1162-3,2035-01,856.0,22872.32,31.0,31.0
A-1162-3,2035-02,856.0,22872.32,28.0,28.0
A-1162-3,2035-03,856.0,22872.32,31.0,31.0
A-1162-3,2035-04,856.0,22872.32,30.0,30.0
A-1162-3,2035-05,856.0,22872.32,31.0,31.0
A-1162-3,2035-06,856.0,22872.32,30.0,30.0
A-1162-3,2035-07,856.0,22872.32,31.0,31.0
A-1162-3,2035-08,856.0,22872.32,31.0,31.0
A-1162-3,2035-09,856.0,22872.32,30.0,30.0
A-1162-3,2035-10,856.0,10329.434838709676,14.0,31.0
A-1162-4,2035-10,856.0,12646.157419354839,17.0,31.0
A-1162-4,2035-11,856.0,23060.64,30.0,30.0
A-1162-4,2035-12,856.0,23060.64,31.0,31.0
A-1162-4,2036-01,856.0,23060.64,31.0,31.0
A-1162-4,2036-02,856.0,23060.64,29.0,29.0
A-1162-4,2036-03,856.0,23060.64,31.0,31.0
A-1162-4,2036-04,856.0,23060.64,30.0,30.0
A-1162-4,2036-05,856.0,23060.64,31.0,31.0
A-1162-4,2036-06,856.0,23060.64,30.0,30.0
A-1162-4,2036-07,856.0,23060.64,31.0,31.0
A-1162-4,2036-08,856.0,23060.64,31.0,31.0
A-1162-4,2036-09,856.0,23060.64,30.0,30.0
A-1162-4,2036-10,856.0,23060.64,31.0,31.0
A-1162-4,2036-11,856.0,23060.64,30.0,30.0
A-1162-4,2036-12,856.0,23060.64,31.0,31.0
A-1162-4,2037-01,856.0,23060.64,31.0,31.0
A-1162-4,2037-02,856.0,11530.32,14.0,28.0
A-11944-0,2012-09,308.0,8211.28,30.0,30.0
A-11944-0,2012-10,308.0,8211.28,31.0,31.0
A-11944-0,2012-11,308.0,8211.28,30.0,30.0
A-11944-0,2012-12,308.0,8211.28,31.0,31.0
A-11944-0,2013-01,308.0,8211.28,31.0,31.0
A-11944-0,2013-02,308.0,8211.28,28.0,28.0
A-11944-0,2013-03,308.0,8211.28,31.0,31.0
A-11944-0,2013-04,308.0,8211.28,30.0,30.0
A-11944-0,2013-05,308.0,8211.28,31.0,31.0
A-11944-0,2013-06,308.0,8211.28,30.0,30.0
A-11944-0,2013-07,308.0,8211.28,31.0,31.0
A-11944-0,2013-08,308.0,8211.28,31.0,31.0
A-11944-0,2013-09,308.0,8211.28,30.0,30.0
A-11944-0,2013-10,308.0,8211.28,31.0,31.0
A-11944-0,2013-11,308.0,8211.28,30.0,30.0
A-11944-0,2013-12,308.0,8211.28,31.0,31.0
A-11944-0,2014-01,308.0,8211.28,31.0,31.0
A-11944-0,2014-02,308.0,8211.28,28.0,28.0
A-11944-0,2014-03,308.0,8211.28,31.0,31.0
A-11944-0,2014-04,308.0,8211.28,30.0,30.0
A-11944-0,2014-05,308.0,8211.28,31.0,31.0
A-11944-0,2014-06,308.0,8211.28,30.0,30.0
A-11944-0,2014-07,308.0,8211.28,31.0,31.0
A-11944-0,2014-08,308.0,8211.28,31.0,31.0
A-11944-0,2014-09,308.0,8211.28,30.0,30.0
A-11944-0,2014-10,308.0,8211.28,31.0,31.0
A-11944-0,2014-11,308.0,8211.28,30.0,30.0
A-11944-0,2014-12,308.0,8211.28,31.0,31.0
A-11944-0,2015-01,308.0,8211.28,31.0,31.0
A-11944-0,2015-02,308.0,8211.28,28.0,28.0
A-11944-0,2015-03,308.0,8211.28,31.0,31.0
A-11944-0,2015-04,308.0,8211.28,30.0,30.0
A-11944-0,2015-05,308.0,8211.28,31.0,31.0
A-11944-0,2015-06,308.0,8211.28,30.0,30.0
A-11944-0,2015-07,308.0,8211.28,31.0,31.0
A-11944-0,2015-08,308.0,8211.28,31.0,31.0
A-11944-0,2015-09,308.0,8211.28,30.0,30.0
A-11944-0,2015-10,308.0,8211.28,31.0,31.0
A-11944-0,2015-11,308.0,8211.28,30.0,30.0
A-11944-0,2015-12,308.0,8211.28,31.0,31.0
A-11944-0,2016-01,308.0,8211.28,31.0,31.0
A-11944-0,2016-02,308.0,8211.28,29.0,29.0
A-11944-0,2016-03,308.0,8211.28,31.0,31.0
A-11944-0,2016-04,308.0,8211.28,30.0,30.0
A-11944-0,2016-05,308.0,8211.28,31.0,31.0
A-11944-0,2016-06,308.0,8211.28,30.0,30.0
A-11944-0,2016-07,308.0,8211.28,31.0,31.0
A-11944-0,2016-08,308.0,8211.28,31.0,31.0
A-11944-0,2016-09,308.0,8211.28,30.0,30.0
A-11944-0,2016-10,308.0,8211.28,31.0,31.0
A-11944-0,2016-11,308.0,8211.28,30.0,30.0
A-11944-0,2016-12,308.0,8211.28,31.0,31.0
A-11944-0,2017-01,308.0,8211.28,31.0,31.0
A-11944-0,2017-02,308.0,8211.28,28.0,28.0
A-11944-0,2017-03,308.0,8211.28,31.0,31.0
A-11944-0,2017-04,308.0,8211.28,30.0,30.0
A-11944-0,2017-05,308.0,8211.28,31.0,31.0
A-11944-0,2017-06,308.0,8211.28,30.0,30.0
A-11944-0,2017-07,308.0,8211.28,31.0,31.0
A-11944-0,2017-08,308.0,8211.28,31.0,31.0
A-11944-0,2017-09,308.0,8211.28,30.0,30.0
A-11944-0,2017-10,308.0,8211.28,31.0,31.0
A-11944-0,2017-11,308.0,8211.28,30.0,30.0
A-11944-0,2017-12,308.0,8211.28,31.0,31.0
A-11944-0,2018-01,308.0,8211.28,31.0,31.0
A-11944-0,2018-02,308.0,8211.28,28.0,28.0
A-11944-0,2018-03,308.0,8211.28,31.0,31.0
A-11944-0,2018-04,308.0,8211.28,30.0,30.0
A-11944-0,2018-05,308.0,8211.28,31.0,31.0
A-11944-0,2018-06,308.0,8211.28,30.0,30.0
A-11944-0,2018-07,308.0,8211.28,31.0,31.0
A-11944-0,2018-08,308.0,8211.28,31.0,31.0
A-11944-0,2018-09,308.0,8211.28,30.0,30.0
A-11944-0,2018-10,308.0,8211.28,31.0,31.0
A-11944-0,2018-11,308.0,8211.28,30.0,30.0
A-11944-0,2018-12,308.0,8211.28,31.0,31.0
A-11944-0,2019-01,308.0,8211.28,31.0,31.0
A-11944-0,2019-02,308.0,8211.28,28.0,28.0
A-11944-0,2019-03,308.0,8211.28,31.0,31.0
A-11944-0,2019-04,308.0,8211.28,30.0,30.0
A-11944-0,2019-05,308.0,8211.28,31.0,31.0
A-11944-0,2019-06,308.0,8211.28,30.0,30.0
A-11944-0,2019-07,308.0,8211.28,31.0,31.0
A-11944-0,2019-08,308.0,8211.28,31.0,31.0
A-11944-1,2019-09,308.0,8346.800000000001,30.0,30.0
A-11944-1,2019-10,308.0,8346.800000000001,31.0,31.0
A-11944-1,2019-11,308.0,8346.800000000001,30.0,30.0
A-11944-1,2019-12,308.0,8346.800000000001,31.0,31.0
A-11944-1,2020-01,308.0,8346.800000000001,31.0,31.0
A-11944-1,2020-02,308.0,8346.800000000001,29.0,29.0
A-11944-1,2020-03,308.0,8346.800000000001,31.0,31.0
A-11944-1,2020-04,308.0,8346.800000000001,30.0,30.0
A-11944-2,2020-05,308.0,8497.72,31.0,31.0
A-11944-2,2020-06,308.0,8497.72,30.0,30.0
A-11944-2,2020-07,308.0,8497.72,31.0,31.0
A-11944-2,2020-08,308.0,8497.72,31.0,31.0
A-11944-2,2020-09,308.0,8497.72,30.0,30.0
A-11944-2,2020-10,308.0,8497.72,31.0,31.0
A-11944-2,2020-11,308.0,8497.72,30.0,30.0
A-11944-2,2020-12,308.0,8497.72,31.0,31.0
A-11944-2,2021-01,308.0,8497.72,31.0,31.0
A-11944-2,2021-02,308.0,8497.72,28.0,28.0
A-11944-2,2021-03,308.0,8497.72,31.0,31.0
A-11944-2,2021-04,308.0,8497.72,30.0,30.0
A-11944-3,2021-05,308.0,8587.039999999999,31.0,31.0
A-11944-3,2021-06,308.0,8587.039999999999,30.0,30.0
A-11944-3,2021-07,308.0,8587.039999999999,31.0,31.0
A-11944-3,2021-08,308.0,8587.039999999999,31.0,31.0
A-11944-3,2021-09,308.0,8587.039999999999,30.0,30.0
A-11944-3,2021-10,308.0,8587.039999999999,31.0,31.0
A-11944-3,2021-11,308.0,8587.039999999999,30.0,30.0
A-11944-3,2021-12,308.0,8587.039999999999,31.0,31.0
A-11944-3,2022-01,308.0,8587.039999999999,31.0,31.0
A-11944-3,2022-02,308.0,8587.039999999999,28.0,28.0
A-11944-3,2022-03,308.0,8587.039999999999,31.0,31.0
A-11944-3,2022-04,308.0,8587.039999999999,30.0,30.0
A-11944-3,2022-05,308.0,8587.039999999999,31.0,31.0
A-11944-3,2022-06,308.0,8587.039999999999,30.0,30.0
A-11944-3,2022-07,308.0,8587.039999999999,31.0,31.0
A-11944-3,2022-08,308.0,8587.039999999999,31.0,31.0
A-11944-3,2022-09,308.0,8587.039999999999,30.0,30.0
A-11944-3,2022-10,308.0,8587.039999999999,31.0,31.0
A-11944-3,2022-11,308.0,8587.039999999999,30.0,30.0
A-11944-3,2022-12,308.0,8587.039999999999,31.0,31.0
A-11944-3,2023-01,308.0,8587.039999999999,31.0,31.0
A-11944-3,2023-02,308.0,8587.039999999999,28.0,28.0
A-11944-3,2023-03,308.0,8587.039999999999,31.0,31.0
A-11944-3,2023-04,308.0,8587.039999999999,30.0,30.0
A-11944-4,2023-05,308.0,8842.68,31.0,31.0
A-11944-4,2023-06,308.0,8842.68,30.0,30.0
A-11944-4,2023-07,308.0,8842.68,31.0,31.0
A-11944-4,2023-08,308.0,8842.68,31.0,31.0
A-11944-4,2023-09,308.0,8842.68,30.0,30.0
A-11944-4,2023-10,308.0,8842.68,31.0,31.0
A-11944-4,2023-11,308.0,8842.68,30.0,30.0
A-11944-4,2023-12,308.0,8842.68,31.0,31.0
A-11944-4,2024-01,308.0,8842.68,31.0,31.0
A-11944-4,2024-02,308.0,8842.68,29.0,29.0
A-11944-4,2024-03,308.0,8842.68,31.0,31.0
A-11944-4,2024-04,308.0,8842.68,30.0,30.0
A-12488-0,2028-03,756.0,12362.794838709679,17.0,31.0
A-12488-0,2028-04,756.0,22543.920000000002,30.0,30.0
A-12488-0,2028-05,756.0,22543.920000000002,31.0,31.0
A-12488-0,2028-06,756.0,22543.920000000002,30.0,30.0
A-12488-0,2028-07,756.0,22543.920000000002,31.0,31.0
A-12488-0,2028-08,756.0,22543.920000000002,31.0,31.0
A-12488-0,2028-09,756.0,22543.920000000002,30.0,30.0
A-12488-0,2028-10,756.0,22543.920000000002,31.0,31.0
A-12488-0,2028-11,756.0,22543.920000000002,30.0,30.0
A-12488-0,2028-12,756.0,22543.920000000002,31.0,31.0
A-12488-0,2029-01,756.0,22543.920000000002,31.0,31.0
A-12488-0,2029-02,756.0,22543.920000000002,28.0,28.0
A-12488-0,2029-03,756.0,22543.920000000002,31.0,31.0
A-12488-0,2029-04,756.0,22543.920000000002,30.0,30.0
A-12488-0,2029-05,756.0,22543.920000000002,31.0,31.0
A-12488-0,2029-06,756.0,22543.920000000002,30.0,30.0
A-12488-0,2029-07,756.0,22543.920000000002,31.0,31.0
A-12488-0,2029-08,756.0,22543.920000000002,31.0,31.0
A-12488-0,2029-09,756.0,22543.920000000002,30.0,30.0
A-12488-0,2029-10,756.0,22543.920000000002,31.0,31.0
A-12488-0,2029-11,756.0,22543.920000000002,30.0,30.0
A-12488-0,2029-12,756.0,22543.920000000002,31.0,31.0
A-12488-0,2030-01,756.0,22543.920000000002,31.0,31.0
A-12488-0,2030-02,756.0,22543.920000000002,28.0,28.0
A-12488-0,2030-03,756.0,22543.920000000002,31.0,31.0
A-12488-0,2030-04,756.0,22543.920000000002,30.0,30.0
A-12488-0,2030-05,756.0,22543.920000000002,31.0,31.0
A-12488-0,2030-06,756.0,22543.920000000002,30.0,30.0
A-12488-0,2030-07,756.0,22543.920000000002,31.0,31.0
A-12488-0,2030-08,756.0,22543.920000000002,31.0,31.0
A-12488-0,2030-09,756.0,22543.920000000002,30.0,30.0
A-12488-0,2030-10,756.0,22543.920000000002,31.0,31.0
A-12488-0,2030-11,756.0,22543.920000000002,30.0,30.0
A-12488-0,2030-12,756.0,22543.920000000002,31.0,31.0
A-12488-0,2031-01,756.0,22543.920000000002,31.0,31.0
A-12488-0,2031-02,756.0,22543.920000000002,28.0,28.0
A-12488-0,2031-03,756.0,22543.920000000002,31.0,31.0
A-12488-0,2031-04,756.0,22543.920000000002,30.0,30.0
A-12488-0,2031-05,756.0,22543.920000000002,31.0,31.0
A-12488-0,2031-06,756.0,22543.920000000002,30.0,30.0
A-12488-0,2031-07,756.0,22543.920000000002,31.0,31.0
A-12488-0,2031-08,756.0,22543.920000000002,31.0,31.0
A-12488-0,2031-09,756.0,22543.920000000002,30.0,30.0
A-12488-0,2031-10,756.0,22543.920000000002,31.0,31.0
A-12488-0,2031-11,756.0,22543.920000000002,30.0,30.0
A-12488-0,2031-12,756.0,22543.920000000002,31.0,31.0
